video_id,author,comment,
9-poYwCZxDQ,@SenSaba-s7u,Makin kesini desain kamera apple makin buriq batt dahh masih bagus ip 11-15 ini makin jelek bet menurut opini gw jdi kaya hp kampung njir??,
9-poYwCZxDQ,@sanimunawar,Baru kali ini kurang suka designnya iPhone 17 pro... Apalagi pas di kasih casing makin aneh,
9-poYwCZxDQ,@haziellatupapua,worth it ?,
9-poYwCZxDQ,@yuzoHamsah,Tidak salah saya memilih ANDROID ??,
9-poYwCZxDQ,@fajar_alexander,"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=1042"">17:22</a> liat reviewer lain, keknya harus lebih dari 2 orang baru bisa auto rotate",
9-poYwCZxDQ,@kurniawanazizoktavianto8019,"apple Now &quot;Designed in China, assembled in China&quot;",
9-poYwCZxDQ,@alexanderagung7109,Emang udh paling bener klo mau upgrade nunggu iPhone 30 promax release aja dah baru beli,
9-poYwCZxDQ,@yuniardp1703,"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=815"">13:35</a> pesawatnya juga ngikut terbang ke kanan lucuuu",
9-poYwCZxDQ,@RyanLiwutang,Mistery box lagi bang,
9-poYwCZxDQ,@omagaaat,Iphone kelahiran 2020 ini desainya??,
9-poYwCZxDQ,@fbi1172,Gak heran kok Tempat kerja gua pada rame gua rasa dari kemaren kemaren pada chek in chek out.<br><br>Ternyata ada yg baru lagi toh,
9-poYwCZxDQ,@WahyuSatria-o5y,bangg Samsung a 26 bang,
9-poYwCZxDQ,@39RY-YZ,"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=1504"">25:04</a>",
9-poYwCZxDQ,@ferdyanakbarsubagja1086,david : kalo ingin lihat lgsg review 17 pro lgsg di timestamp manfaatkan fitur<br>??? : oh tidak bisa (kami nonton anda itu menyenangkan dan ditunggu”),
9-poYwCZxDQ,@robertisimanungkalit6843,Review Pixel 10 bg,
9-poYwCZxDQ,@sahar2489,bang rekomendasi hp bugdet 6jt an dong,
9-poYwCZxDQ,@efootball_goals,Awal oktober udah masuk kok! Kata gw (heru),
9-poYwCZxDQ,@dr.knalpotmotor6741,review redmi note 17pro bang.. @Gadgetin,
9-poYwCZxDQ,@DDLOVE27,HP POCO.. AKHIRNYA IPHONE NIRU POCO HAHAHAA,
9-poYwCZxDQ,@jefrirosi7078,"Bang David minta recom RAM 6 dibawah 1,5 &amp; toko shope yg terpercaya terimakasih ????",
9-poYwCZxDQ,@baranur8787,Xiaomi 17 siu,
9-poYwCZxDQ,@nevermind6969,Unboxing jujur??,
9-poYwCZxDQ,@sanose80,Skrg hp iphone monoton ya?? malah ngikutin poco m3. Berasa poco m3 remastered??,
9-poYwCZxDQ,@NAMAKU-f6m,"17 ukuran 6.3 kecil banget loh enggak lega lihat video baca-baca edit foto video capcut. <br>17 pro dan promax model belakangnya makin jelek, masih bagus belakangnya 14 promax",
9-poYwCZxDQ,@mdzikriabdillah373,cepat juga ya,
9-poYwCZxDQ,@Infeksi_Nalar,Biasanya brand besar di contek brand dibawahnyah....eh ini malah iphone membuat replika hp poco ??????,
9-poYwCZxDQ,@Dzulumat08,kalo pake case mirip poco cik wkwkwkww,
9-poYwCZxDQ,@chienthyasoedira1555,"Sage tuh nama Salah satu Herb bang , daun sage warnamya bgitu ijo luntur",
9-poYwCZxDQ,@arifsadikinpurnama7095,bang review hotwav c16 pro,
9-poYwCZxDQ,@arifsadikinpurnama7095,bang review hotwav c16 pro,
9-poYwCZxDQ,@arifsadikinpurnama7095,bang review hotwav c16 pro,
9-poYwCZxDQ,@arifsadikinpurnama7095,bang review hotwav c16 pro,
9-poYwCZxDQ,@TankS5-j9t,andro udah pakai 144 ini baru masuk 120??,
9-poYwCZxDQ,@sigit.z4202,Mamam tu 120 hz iPhone ??,
9-poYwCZxDQ,@usagi-jhonatan,bang david coba dong samsung A17 ?,
9-poYwCZxDQ,@BrendiBernadya,Knp kok gak beli iPhone 17 air bang?,
9-poYwCZxDQ,@khsieb9389,Alhamdulillah nonton ini pke samsung??,
9-poYwCZxDQ,@GazaCeaseFireNow67-24,Worth it banget sih dibeli . Di beli awal tahun 2029,
9-poYwCZxDQ,@khsieb9389,Alhamdulillah nonton ini pke samsung??,
9-poYwCZxDQ,@AditJaya-z6z,Harga di cina 16.800.000<br>Di indo double price ??,
9-poYwCZxDQ,@muhammadmunshif2028,Vs xiaomi 17 pro bang ?????? rame pasti??,
9-poYwCZxDQ,@GazaCeaseFireNow67-24,"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=1202"">20:02</a> Kuningan",
9-poYwCZxDQ,@GazaCeaseFireNow67-24,"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=1160"">19:20</a> sudah kuduga 1 TB . Dari tahun ke tahun belinya 1 TB terus",
9-poYwCZxDQ,@parnosevenfold4474,niatnya mau beli iphone...ehh malah beli samsung s25 ultra,
9-poYwCZxDQ,@septiannurakbar,Bang David coba unboxing itel S26 ultra donk,
9-poYwCZxDQ,@Channel_ini_bermasalah,Apa sic special nya iphone?,
9-poYwCZxDQ,@Luxima-Studio,"Apple emang pinter mainin strategi planned obsolescence. Dulu keliatan jelas di teknis — update software dibatasi, hardware susah diperbaiki. Sekarang lebih halus, main di psikologis. Desain tiap tahun cuma beda dikit, tapi dibungkus marketing biar orang ngerasa HP lamanya udah ketinggalan. Ada riset konsumen (Journal of Consumer Research, 2018) yang nunjukkin kalau rasa ‘outdated’ itu sering lebih kuat bikin orang beli baru, daripada produk beneran rusak.",
9-poYwCZxDQ,@bismaedgarpmgks3221,"Iphone emang bukan buat kaum mendang mending, dari harganya aja udah keliatan. Udah liat review orang lain, tapi bang david yang bikin enjoy dan ketawa ketawa sendiri. Makasih bang david, jadi makin semangat nabung buat beli rumah.",
9-poYwCZxDQ,@Opps__286,"lanscape nya harus banyak orng si kalo gk salah,",
9-poYwCZxDQ,@elmeiherianto2021,"BANG DAVID PLEASEEE REVIEW XIOMI 17 PRO BUAT COMPARE SAMA I-PHONE 17 PRO, PASTI SERU????????",
9-poYwCZxDQ,@margirelaxation5786,"kalau photo,lebih bagus kemana-mana yang 16 pro",
9-poYwCZxDQ,@anggabayu7045,Lagi hits emang bang ijo sagne ??,
9-poYwCZxDQ,@JustStone_xx,Bang David buat konten mystery box lagi bg,
9-poYwCZxDQ,@esyaaa-u1g9h,Bang coba review Oppo k13 turbo,
9-poYwCZxDQ,@terawang4429,Wahhh. Bakal rame ni hotel,
9-poYwCZxDQ,@ryndwptra,kalau suruh pilih bakal pilih yg 16 sih kaya lebih elegan aja. cuman sayang nya ga ada yg ngasih pilihan dan ga ada yg bakal ngasih juga??,
9-poYwCZxDQ,@Kataadi54putra,"Kita bayar pajak , pajak di korup ??",
9-poYwCZxDQ,@diaulfuad,Tak bisa d pungkiri. Idaman orang yg punya uang pas pasan seperti kita??,
9-poYwCZxDQ,@VikarsonGulo,next review xiaomi 17 promax bang,
9-poYwCZxDQ,@YoguUtyi,HABIS INI GOPIX 10 PRO XL,
9-poYwCZxDQ,@AnisaAlamsyah,Ko yang orange mirip nubia sih??,
9-poYwCZxDQ,@AnisaAlamsyah,Ko yang orange mirip nubia sih??,
9-poYwCZxDQ,@AnisaAlamsyah,Ko yang orange mirip nubia sih??,
9-poYwCZxDQ,@mokhammaderfan5050,Bang kalau habis unboxing hp nya nggak di jual lagi?,
9-poYwCZxDQ,@trisnobanzaai8776,Ujungnya bang david tidak terlalu senang maupun puas.,
9-poYwCZxDQ,@herixamlay1034,Misteri box bang mana.. nungguin mulu,
9-poYwCZxDQ,@MTegar-qf4sw,"b aja ga ada yg membuat terkesan kayak wow banget, mending samsung s25 ultra",
9-poYwCZxDQ,@burungwalet9684,Klau jatuh tahan aja kah min??,
9-poYwCZxDQ,@irwanali8363,??,
9-poYwCZxDQ,@apihasa9115,"Gk tau knpa, kalo masalah iphone cuma nungguin David review.. candu banget.",
9-poYwCZxDQ,@yudhaadamprayoga,sangat terlihat kecewa saat buka iphone 17 pro ??,
9-poYwCZxDQ,@nazwima4534,kyknya Iphone 17 plus mah ini pake Ai kli kalo kita pake ngezoom soalnya dia kyk pengen smoothkan gtu biar ga blur tpi hasilnya jdi terllu smooth dan halus jdi ga klitan detail,
9-poYwCZxDQ,@al_amsyr4726,Harus nambah orang lg om klo mau preview cameranya bisa lanscpace,
9-poYwCZxDQ,@mistergaming1538,Kapan bahas fersi XIAOMI 17 PRO nya bang. penasaran pendapat abang.,
9-poYwCZxDQ,@shaneathallah4100,itel s26 ultra bang,
9-poYwCZxDQ,@ardiannurramdani5898,Bang bikin konten mystery box lagi dong??,
9-poYwCZxDQ,@rizalkece-mv4vu,Bang review hp google pixel 10 pro xl,
9-poYwCZxDQ,@irwankurniawan5831,Poco 17 pro ??,
9-poYwCZxDQ,@anggiasaputra216,"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=1045"">17:25</a> itu harus lebih 2/3 orang supaya landscape",
9-poYwCZxDQ,@kensatosfomo,"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=1805"">30:05</a> kayanya gara2 ga pake tripod + timer?.. .pake lensa zoom sampai 8x tangan harus kaya tripod... apalagi indoor, en pake cahaya lighting continuous ???? tapi jujur as user r5m2 + xt5, photo kualitas ipon &quot;biasa&quot; kok .. yng istimewa itu videonya ... sat set smooth lsg jadi duid ??",
9-poYwCZxDQ,@sinyofebri9573,Huhu ijo sage nya bagus ternyata,
9-poYwCZxDQ,@randinofrizon7229,"Awalnya tertarik liat yg warna oren , tapi pas liat video ini, jadi lebih tertarik yg wana putih atau biru gelap nya ??",
9-poYwCZxDQ,@ucok-r9u,"umur udah 27 sekalipun gpernah pake iphone, iphone 1sekalipun pun gk pernah punya, cuma punya tecno pova 4 yang retak sehelai rambut tapi banyak, dengan chiset helio G99 udah cukup banget buat main efootball selalu proplayer, emg terganggu karna retakan, tapi gw tetap suka tecno pova 4,,,,",
9-poYwCZxDQ,@WillyWilly-kl1pm,when ya,
9-poYwCZxDQ,@Lavatelasmanos-j6n,BANG BAHAS PIXEL 10,
9-poYwCZxDQ,@AdeJunaidiSTC-Group,Pembaharuan yangbluar biasa membagongkan??????,
9-poYwCZxDQ,@AliZein-v7d9d,"Gua ga minat ipong??...bang xiomi 17 pro max...tolong hadirin ...gua cumn ngestak di redmi note 1o pro doang ..mau buka tabungan buat beli langsung loncat yg 17 pro max ... semogaa aja ada nih bang,ayo lah bang xiomi 17 pro max ??",
9-poYwCZxDQ,@Margonda_,lama² jadi seharga motor. Rugi banget,
9-poYwCZxDQ,@PancetYovan007,"1 minggu setelah rilis resmi di indo, muncul versi hdc dan direview david ??",
9-poYwCZxDQ,@DramaFilm-f2i,Next hp INFINIX GT 30 bang??,
9-poYwCZxDQ,@bhagaskara3361,Aku yang masih pake 7+??,
9-poYwCZxDQ,@MhmmdFikrii15_,nonton dlu beli nanti,
9-poYwCZxDQ,@Krisnaeyes,TOLONG JANGAN KOMEN “TIM NONTON DOANG GA BELI”,
9-poYwCZxDQ,@corollacross5122,xiaomi 17 pro dan pro max donk bang,
9-poYwCZxDQ,@Alizar-y9n,"Biasa aja sihh di beli juga ya karena uang lebih,kalau gak punya uang lebih ya Mikir&quot; lagi masih banyak hp yg bagus dan harga lebih terjangkau",
9-poYwCZxDQ,@DittZora,Nunggu yg 16 turun harga wkwkwk kalo yg 17 gak kuat,
9-poYwCZxDQ,@sigitprabowo3227,Widih ngejreng bgt hp poconya bang David ??,
9-poYwCZxDQ,@wimpytan6758,Samsung A05 4/64 1.2jt juga hijau sageH??,
9-poYwCZxDQ,@levybrien,L CUKAI,
9-poYwCZxDQ,@WMN1988,kapan updte lagi yah ios nya ini beneran banyak bgt bugs nya,
9-poYwCZxDQ,@mainmusic__,kapan2 review Xiaomi 17 pro max banggg,
9-poYwCZxDQ,@adivikolii227,nanti lanjut riview oppo A6 pro bang,
9-poYwCZxDQ,@chanellblank342,bagi pengguna android flagship  seperti saya  setiap kali IP ngeluarin produk terbaru  saya selalu ngakak lihat desainya tetap gitu2 aja cuma bagian kamera dan lampu flash aja di gosar geser letakny ??????????,
9-poYwCZxDQ,@arifinpatritius868,"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=1237"">20:37</a> Oza bang, Oza Rangkuti wk",
9-poYwCZxDQ,@ridhwannasution5085,"zflip udah sampe 6, iphone malah balik alloy ????????????????????????????????????????????????????, gitu jelek pulak. biasa nungguin apple event liat info menarik apa innovasi menarik, gimmick2 seru, ini beneran lebih excited ke ios 26 nya aja, karena udah pake mac os 26 dan b aja gada tampilam yang wow juga. malah ilang launchpad yg bkin ganjel",
9-poYwCZxDQ,@pepeppepsoden3538,"yang 17 pro kesanya kayak hp murah menurut gw, apa karena warnanya yaa",
9-poYwCZxDQ,@win3223__,"udh make ip16 base model dri awal rilis alhamdulilah aman semua, kamera cakep chipset kenceng buat keseharian okee laaah. minus cm di layar &amp; usb 2.0. jdi klo kalian mau ambil base model mending mikir lgi deh. menurut gw mending nbung dikit lgi klo gk sabar dlu sampe harganya pro ny turun. SEKIAN TERIMAGAJI???????",
9-poYwCZxDQ,@ivangunadi9683,hijau sage mirip sama sharp aquos sense 8??,
9-poYwCZxDQ,@YumeOikaketee,Kalau mau tes gitu hp satunya lagi uninstall bawaan dulu . Kalau udah di pakai ya bakalan bias berasa lebih yg 17,
9-poYwCZxDQ,@glorrryzzz,Infokan dong uyyy pov camera buat konten cinematic selain GoPro Kali bang David bisa bahas nih.....,
9-poYwCZxDQ,@aufalar-rafy644,"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=1047"">17:27</a> kalo gak salah harus banyak orang untuk fitur kamera auto rotate.",
9-poYwCZxDQ,@aeoni7471,Mantaaap,
9-poYwCZxDQ,@KerupukWenak,Lumia: First time bro?,
9-poYwCZxDQ,@Creamycuriemoon,Ijo miskin gatuu??????,
9-poYwCZxDQ,@eliauliyah8142,bang review XIAOMI 17PRO MAX..... sepertinya lebih mantap dari pada iphone 17,
9-poYwCZxDQ,@kemodha4222,Wah mending Xiaomi 17 tuh bakal keluar habisa2an,
9-poYwCZxDQ,@ardiwalker2600,Unboxing Xiaomi 17 Pro Max,
9-poYwCZxDQ,@angginarasukma8646,"Waah, zoom 8x kameranya kok ??????",
9-poYwCZxDQ,@obscurity-uw7wf,Sperti biasa...minim inovasi terkesan terburu2 untuk mengeluarkan prodak terbaru yang kaya nya di jadwal keluar setiap taun bagi fanbase yang rela antri dan merogok gocek buat prodak yang sebener nya biasa aja karna ya itu dia minim inovasi dan B aja...di tambah ya Allah itu desain nya yang satu kaga mikir asal jadi yang satu kaga mikir banget ????????????...ngak dah,
9-poYwCZxDQ,@kucinggarong-f2j,"om david dan om² yg lain... klo saya butuh HP android yg spek tinggi, tp ga terlalu butuh kamera (lebih pengen duit ya buat beli spek drpd buat beli kamera)...hp apa yang cocok ya?",
9-poYwCZxDQ,@countryboys2741,Warna BITCOIN,
9-poYwCZxDQ,@Ridanmelon13,Kenapa ga review main mobile legend,
9-poYwCZxDQ,@AhmadJumadil-t1k9k,Model kamera mirip oppo,
9-poYwCZxDQ,@MalikGaming-t4s,riview spark 40 pro bg,
9-poYwCZxDQ,@MyHape-v7f,yg desain nya malas bet anjir cuma geser2 posisi camera hmmmmm,
9-poYwCZxDQ,@nyiknyorvictor3857,Benar klo dilihat hasil gambarnya kamera Tele iPhone 16 Pro malah lebih detail ya daripada 17 Pro ditambah lagi yg 17 malah lebih warm warnanya. ??,
9-poYwCZxDQ,@sompyohchannel3578,kalo yang seri PROMAX gimana bang?,
9-poYwCZxDQ,@29alddo,Bezel nya kok tebelan 17 pro ya di banding 16 pro,
9-poYwCZxDQ,@Mekaaa527,Bang Riview Infinix GT 30 5g,
9-poYwCZxDQ,@ilzamzeins995,"kira kira pas sudah resmi masuk Indonesia, iPhone 17 base model ini ada di harga berapa yaa?",
9-poYwCZxDQ,@QPoel13,habis nonton video ini gua semakin bangga pake samsung flagship,
9-poYwCZxDQ,@bangkitputra7539,"lebih kaya lebih jual kamera yak iphone ini tiap taunnya cuma beda body aja, kaya ga ada perubahan yang signifikan. bosen juga lama",
9-poYwCZxDQ,@fanart7666,"Iphone lagi rugi Triliunan kan, dampak Donald Trump, negara-negara boikot Apple",
9-poYwCZxDQ,@deni7rst,"Apple beneran canggih marketing nya, sama sekali ga ada yang membahas AI di seri iPhone 17. Kita tahu Apple ketinggalan di AI",
9-poYwCZxDQ,@Zuldx353,Nubia neo 3 5g kapan woy dah lama nihh,
9-poYwCZxDQ,@ganispuspitasari9329,Seperti kecewa dgn 17pro??,
9-poYwCZxDQ,@fernandarizalofficial2876,ini video lama ga sih,
9-poYwCZxDQ,@komenkuhuy8353,Redmi 9t warna kek gtu gk dibilang unik bang.. jgn mentang iphon lah..mau apapun ok.. nyatanya iphon 17 pro itu bnyk yg gk suka gk ada inovatif??,
9-poYwCZxDQ,@RioChandrazhang,Bakalan milih huawei pura 80ultra ??,
9-poYwCZxDQ,@debitirawanamuvas995,Gila pajaknya besar banget. Tapi k mana pajak kita itu yaaa,
9-poYwCZxDQ,@alexcritchley28,warnanya sama kyea nova 13 pro gk ya tuh ijo nya?,
9-poYwCZxDQ,@recapdramaasik,"Bongkar bang , konten kreator pertama yang bongkar iPhone 17 ?? wkwkk",
9-poYwCZxDQ,@tonyandreas1115,17 pro waktu fotony di bandingin dan di zoom warna layarnya lbh warm kuning bgt yh bener ga sih atau perasaan saja yh,
9-poYwCZxDQ,@jajang_saiffullah,Iphone poco 17 pro??,
9-poYwCZxDQ,@Rahman_Esyam,j,
9-poYwCZxDQ,@hazmi_fajri,"Bsk pas review coba tekan bagian kaca belakang nya bg, soalnya ada video yang bredar body belakang 17 pro lentur di bagian kacanya saat di tekan.",
9-poYwCZxDQ,@Nextel212,Kamera bagusan 16 pro ketimbang 17 pro kayak agak ampas ajah wkwkwk,
9-poYwCZxDQ,@recapdramaasik,Peningkatan banyak tu di seri ganjil ya buat iPhone? ??,
9-poYwCZxDQ,@Indah_Maharani,masyaallah bagus bangett?? semoga kecapaian pengen punya iPhone 17 PRO??,
9-poYwCZxDQ,@handeriOMG,"pas tes lidarnya fungsiin bang, buat scan 3d pakai app canvas, biar di android ada fitur itu juga.",
9-poYwCZxDQ,@harsenherlian1367,bang iphone 17 basic body nya alumunium atau titanium,
9-poYwCZxDQ,@radityaahmad1906,"Udah lama ga tawuran chipset bg, gas laahh adu flaghsip!",
9-poYwCZxDQ,@ARZLRZL,Saran dong mending iphone 17 pro atau xiaomi note 9 ?,
9-poYwCZxDQ,@Qahwah.Cemeng,Bagusan android 5 jutaan,
9-poYwCZxDQ,@finno6689,next nya bg david. gass selain ip 17 baru rilis samsung jg baru ngeluarin yg seri A17 jgk,
9-poYwCZxDQ,@ambonsaya,menonton konten ini dengan hp realme 5 pro tahun 2019????,
9-poYwCZxDQ,@imamjalaludin6384,1 lh bang??,
9-poYwCZxDQ,@arwanas,&quot;sage mode&quot; Naruto dong,
9-poYwCZxDQ,@imamjalaludin6384,1 lh bang??,
9-poYwCZxDQ,@dione2421,Bang bahas barang aneh atau misteri box dong,
9-poYwCZxDQ,@RizalrifaldiFarm,Yg masih nyimak aja tak doa kan segara ke beli inpone 13 ... Dah sehat terus...,
9-poYwCZxDQ,@novantheexplorer97,Mending beli Xiaomi 17 Pro gak sih hha,
9-poYwCZxDQ,@nurkhanifah5529,yaelah warna ip 17 ijo niruin hp gw oppo A5 pro,
9-poYwCZxDQ,@M.Adityaal-zaki,Bang coba rivew xiomi 17 pro dan xiomi 17 pro max,
9-poYwCZxDQ,@Marsszzzy,"Itu 3 atau 4 baru bisa bang <a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=1051"">17:31</a>",
9-poYwCZxDQ,@LoveThailandComedy,Ga masuk akal indonesia pajak nya,
9-poYwCZxDQ,@Manskuykuy,"iphone sudah sampe iphone 17 ?? , gua masih make iphone 7plus ??",
9-poYwCZxDQ,@ricoanggriawan6018,"Baru beli yg 17 nanti pasti bntr lagi keluar lagi yg 18 ,gitu gitu aja Sampek Naruto jenggotan ????",
9-poYwCZxDQ,@HermanOfficial_12,Aku yang masih nabung buat beli XR tapi desain IP 18 udah keluar ??,
9-poYwCZxDQ,@yaaziz,Pasukan nonton doang belum bisa beli??,
9-poYwCZxDQ,@abdulrohman2073,Tim yg g pernah punya ipon????,
9-poYwCZxDQ,@CecepWar,Poco ya,
9-poYwCZxDQ,@koko_wara6312,"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=1440"">24:00</a> warna orange ayla, sigra, brio gak sih",
9-poYwCZxDQ,@DwikyArdiMarentika,Kok kamera lebih unggul ip16pro yaa,
9-poYwCZxDQ,@zeus888-hq9ly,Coba xiomi 17 pro bang,
9-poYwCZxDQ,@sigitpramono4950,"Kenapa nggak beli iPhone 17 promax 2TB aja vid, kan elo sering ngonten",
9-poYwCZxDQ,@beyourgord,Note : bezel ip 17 dan 16pro persis tipisnya cuman di 16 pro bang david pake ag makanya visualnya lebih tipis,
9-poYwCZxDQ,@petualanganmancing2492,Review Xiaomi 17 pro bg seru,
9-poYwCZxDQ,@Vincentius_Sahadi06,"Walaupun mahal, sampe puluhan juta, tetap bagusan model kamera yang lama untuk versi pro nya.",
9-poYwCZxDQ,@NarutoUzumaki-gu4ro,"Ip 17 yg ganteng cuman basic sama air, pro dan pro max nya blunder si mnurut gua",
9-poYwCZxDQ,@AyuSukma-m6h,"Kak tolong review juga iphone 17 pro max dong kak,, makasi kak. katanya ada fitur tambahan nya??",
9-poYwCZxDQ,@ginzzCliper,Next xiaomi 17 promax,
9-poYwCZxDQ,@UziGunarBufon,YAKIN 17 AJA????,
9-poYwCZxDQ,@adefahrial2729,Samsung A54 ada yg warna sage bang??,
9-poYwCZxDQ,@risqon1,Masih worted pake 15 pro max,
9-poYwCZxDQ,@HeryWawan-qm7sq,Coba unboxing XIAOMI 17 Pro atau 17 Pro max dengan iPhone 17,
9-poYwCZxDQ,@buatlatihananakanak,peningkatan yg konon katanya signifikan di keluarga ip 17 adalah hal biasa aja di hp flagship android,
9-poYwCZxDQ,@zaeniazhar8775,Tinggal komparasi beneran besuk d review,
9-poYwCZxDQ,@muhammaddarnel8527,Yg nonton masih pake ip 14 pm ????,
9-poYwCZxDQ,@NdasMumet-m1j,"Bang coba review hp up phone Made in Indonesia yg harganya sekitar 16jt&#39;an, yg katanya mendunia dan menyaingin IP 16",
9-poYwCZxDQ,@Progmen,Bg orkay ya?,
9-poYwCZxDQ,@anitasetyarini6285,"Bang, review xiaomi 17 pro",
9-poYwCZxDQ,@AfifSlebew_2.0,konichiwa mah selamat siang ih bukan hallo,
9-poYwCZxDQ,@fadlifirdaus1767,orange seperti warna sony ericsson walkman ??,
9-poYwCZxDQ,@prima_FM_radio_746,Dan saya mau bilang hati hati iPhone 17 HDC??,
9-poYwCZxDQ,@STARGAMECHAMPION,Bang bahasa Oppo k13 turbo,
9-poYwCZxDQ,@prima_FM_radio_746,Ditunggu September tahun depan nanti iPhone 18??,
9-poYwCZxDQ,@ikanis,XIAOMI 17 PRO ini bang cak nyo bagus lawan iphone 17 pro,
9-poYwCZxDQ,@rtslhffa-bh8rd,"Review jujur dr gw untuk yg mau beli iPhone di Studio Ponsel Store. Gw udh langganan beli iPad dan iPhone di mereka, hasilnya selalu memuaskan dan terpercaya ??????????????",
9-poYwCZxDQ,@kevinarezki361,bg coba hp huawei pura 80 ultra vs iphone 17 pro,
9-poYwCZxDQ,@IN_Game48,Bahkan 3 bulan gajiku masih kurang buat pajaknya juga ??,
9-poYwCZxDQ,@oliverhelds6494,Mirip banget warnany yang orange dengan Tecno phantom x2 pro,
9-poYwCZxDQ,@syahrullahlahamente6987,"Tecno spark 40 pro plus bang,",
9-poYwCZxDQ,@DannyWong-kx5tl,bang xiaomi 17 pro dong bang,
9-poYwCZxDQ,@bayubosang4992,"Insyaallah bulan depan,amin??",
9-poYwCZxDQ,@dwialghani1136,Review xiaomi 17 pro??,
9-poYwCZxDQ,@FildzanPijanowur,Itel s26 ultra bg,
9-poYwCZxDQ,@hotlaprace8828,17 pro layar pebih warm dari warna nya kliatan beda lebih ke kuning&quot; an,
9-poYwCZxDQ,@HhhxhhDhruur,"Baang hp andoid yang anti lelet doong yang harganya atas 1,5",
9-poYwCZxDQ,@deanmu,Warna cosmic orange nya mengingatkan ane ke Nokia N8 orange,
9-poYwCZxDQ,@megiriawan7603,Kamera kuning efek dari backdoor mungkin pantulan cahayanya jadi kuning coba pake case item,
9-poYwCZxDQ,@ivanvirgo99,Skrg Tetap setia pake <br>1.iphone 12 pro max <br>2.infinix GT 30 pro<br>3.Tenco megapad 11,
9-poYwCZxDQ,@ariervandi,Bener-bener pajak Fir&#39;aun....,
9-poYwCZxDQ,@GapaiWieasa,ga enak banget hasil poto 17 pro wkwk,
9-poYwCZxDQ,@msfdajip9068,"ekspresi bang david kurang meyakinkan pas bandingin foto, kayak kecewa sama 17 pro nya??",
9-poYwCZxDQ,@666-e4s,Fix bakal upgrade sih dari ip14pro,
9-poYwCZxDQ,@DWR1996,Ntn pake 15 pro,
9-poYwCZxDQ,@RffhFjr-sv8yi,Warna fotonya lebih natural iPhone 16 pro,
9-poYwCZxDQ,@bangiyo1016,Poco x7pro &amp; poco x6pro,
9-poYwCZxDQ,@nggarsR10,review samsung a17 bg,
9-poYwCZxDQ,@Berbagifun,ijonya baguss,
9-poYwCZxDQ,@doniokong,Pajaknya wow wow,
9-poYwCZxDQ,@selpistella7164,"Menit <a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=1274"">21:14</a> ngakak ??",
9-poYwCZxDQ,@RXSTUDIO-S,"Autorotate harus 3 sampai 4 orang inframe bang, kalau cuma 2 software detectnya zoom out vertical aja cukup",
9-poYwCZxDQ,@remajarinjanirr,Aku malah lagi nunggu IP 18 pro.. klw udah launching nnti 18 pro lalu aku nunggu IP 19 pro.. dan bgtu seterusnya. ??,
9-poYwCZxDQ,@tungaulamaschannel4769,Next Review bang Xiaomi 17 sainganx  iPhone 17 pro max,
9-poYwCZxDQ,@tungaulamaschannel4769,Barisan gak pernah beli/py hp iPhone ??,
9-poYwCZxDQ,@zulfadli-e9e,Siap,
9-poYwCZxDQ,@sqzll_,"buat video versusnya bang, sama huawei pura gitu misalnya",
9-poYwCZxDQ,@MuhammadYusril-b6t,plot twist yang sangat plot,
9-poYwCZxDQ,@RilanSandika,Bang coba spilin samsung A17 5g,
9-poYwCZxDQ,@putraaisah7756,"bang pajak.nya segitu itu,negara abang udah maju kaya apa bang,",
9-poYwCZxDQ,@PantesiElan,Design Poco,
9-poYwCZxDQ,@lopcliz8190,Gw prnh beli kacamata aja taxnya 800rb ??,
9-poYwCZxDQ,@imhankspendubar867,alumunium nya mirip xiaomi Lama??,
9-poYwCZxDQ,@partysidharta4367,"Nonton pake vivo v23 e bae lah, udah nyaman hehehe..",
9-poYwCZxDQ,@HassanSuleII-x6e,????????,
9-poYwCZxDQ,@sengkuni3066,Poco??,
9-poYwCZxDQ,@haryono2474,Setelah iPhone 17 basic udah 120 hz jadi pengen beli apalagi udah 256 . Menurut gua ini udah paling bener di bandingin iPhone 16 basic yg badut itu,
9-poYwCZxDQ,@ridwanriska2183,"Coba aja 17 pro warna merah candi pasti lebih bagus, itu malah ambil warna mobil calya orange??",
9-poYwCZxDQ,@Iputu.d.prasetyo,Team yang selalu nonton unboxing iPhone tapi gak sanggup beli  ??,
9-poYwCZxDQ,@meta-ai-h7v,bang kapan review nubia neo 3  5g bukan yang GT gak pernah di bales ????,
9-poYwCZxDQ,@shelenaqurrota372,sage adalah google pixel,
